pair_id,resume_id,jd_id,track_resume,track_jd,resume_text,jd_text,resume_skills,jd_skills,exp_years_resume,exp_years_req,edu_resume,edu_req,skill_score,experience_score,education_score,bert_proxy,ats_proxy,label_match,competence_level,competence_label,split,source,kaggle_category,reviewer_label_match,reviewer_competence,reviewer_notes
P001571,R00392,J00197,data_ml,data_ml,"Summary: Motivated engineer with 1 years of experience across full project lifecycles.
Technical Skills: git, linux, machine learning, python, pytorch, scikit-learn, sql.
Experience: 1 years of professional experience including design, testing and deployment.
Education: Bachelor of Science in Information Technology.
","Job Title: ML Engineer
Requirements: Strong background in aws, docker, git, numpy, postgresql, sql, tensorflow.
Experience: Minimum 5 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",git;linux;machine learning;python;pytorch;scikit-learn;sql,aws;docker;git;numpy;postgresql;sql;tensorflow,1,5,bachelor,master,28.57,20.0,0.0,65.76,31.87,0,0,Weak,train,synthetic,,,,
PK006340,K02113,J00033,frontend,devops,"         OWNER/CONSULTANT           Summary    Proven marketing and public relations executive with expertise in creating, implementing and executing all facets of marketing, press and national promotions including major entertainment industry premieres, concerts and events, and national network and product launches. Extensive experience in the hospitality, music, family, biotech and non-profit industries.      Highlights                      Experience      Owner/Consultant    August 2006   to   Current     Company Name   －   City  ,   State      Develop and implement public relations plans and strategies for top consumer brands and gain major local and national exposure for clients.  Clients have included the First Annual La Costa Film Festival, Spinal Elements, Make-A-Wish San Diego, American Express, Ogilvy Public Relations (NY), Walt Disney Records, The Los Angeles College of Music, Keep California Beautiful and the locally-based Rock 'n Roll marathon and Kids Rock marathon series.  Highlights include:.  Securing placement of major feature stories on television, in newspapers and magazines on both the national and local level, including but not limited to The Associated Press, Time Magazine, Rolling Stone, Oprah Magazine, Fast Company, Business Week, AARP Magazine, Ladies Home Journal, Fox Business News, CNN, USA Today, The New York Daily News, The Los Angeles Times, Extra!, E! News Daily, and numerous top daily newspapers and TV stations across the country.  Consistently place major stories for local clients in all local San Diego and Southern California media, including all TV news outlets, San Diego Union Tribune, FINE Magazine, San Diego Magazine, Westways magazine, Sunset magazine, Travel & Leisure magazine, Carlsbad magazine, all area Z Code magazines, Ranch & Coast magazine, San Diego Business Journal etc.          Associate Executive Director    January 2001   to   August 2006     Company Name   －   City  ,   State      Developed and implemented public relations plans and branding strategies to expand the musical instrument product market and increase public awareness of the benefits of music and music making for the largest trade-only music products show in the world and its non-profit media arm (AMC - now the NAMM Foundation).  Oversaw two national PR firms.  Developed strategic partnerships with major national corporations including Disney, Fisher Price, Paramount Home Video, Teen People magazine, American Idol magazine, The Afterschool Alliance, the Justin Timberlake Foundation and the John Lennon Educational Tour Bus to expand music-making messaging to millions of consumers.  These partnerships resulted in hundreds of millions of media impressions worth an ad rate value of over $50 million dollars.  Oversaw public relations strategies and activities for all NAMM messaging to the general public.  Directed the national press launch of Sesame Street Music Works in 2002; annual petition drives, media campaigns and events on Capitol Hill; NAMM's Rose Parade activities; and youth marketing initiatives such as themusicedge.com.  Campaigns I have overseen average 5 billion media impressions a year.          Manager    November 1997   to   January 2001     Company Name   －   City  ,   State      Managed publicity and press coverage for all Walt Disney Records' products.  Served as liaison with publicity and marketing departments to ensure seamless implementation of overall marketing plans.  Chosen as only Walt Disney Records representative to serve on Michael Eisner's Disney Learning Partnership, a non-profit committee.  Directed development of press kits; wrote all press releases, biographies and press materials for the label.  Wrote and placed stories on WDR marketing strategies for trades such as Billboard, ADWEEK and Brandweek.  Produced EPKs and videos for major CD and artist releases.  Secured placement of major feature stories on television, in newspapers and magazines on both the national and local level, including but not limited to CNN, USA Today, The New York Daily News, The New York Times, The Los Angeles Times, Access Hollywood, E! News Daily, and Entertainment Weekly.  Planned, covered and executed all regional Walt Disney Records' events, including the Mulan press junket with Christina Aguilera and 98 Degrees and Lion King Broadway cast signings.  Responsible for successful media launch of Radio Disney Jams album franchise, resulting in over 50 million consumer impressions.  Spearheaded ""Importance of Music"" pro-social campaign, which resulted in increased press exposure for the label and spanned multiple Disney divisions.  Developed relationship with NAMM, the International Music Products Association and the American Music Conference (AMC) which provided expanded press opportunities for relevant projects and artists (Phil Collins/Tarzan, Disney's Lullaby album) and promoted good-will message for Walt Disney Records.          Account Executive    January 1995   to   November 1997     Company Name   －   City  ,   State      Planned, coordinated and executed full-fledged publicity campaigns tailor-made to each specific client.  Successfully obtained major exposure for clients, including E! News Daily, Extra, CNN, KABC-TV News (Los Angeles), KTTV News (LA), KCAL-TV News (LA), KROQ-FM (LA) and The Los Angeles Times.  Celebrity talent booking (Inside Edition, American Journal) and coordinating special events (Pre-Emmy Awards party, Cable Ace Awards honorary dinners).  Produced press kits, wrote biographies and press releases.  Established and maintained contact with electronic, print and radio media representatives; coordinated media interviews.          writer    March 1994   to   December 1994     Company Name   －   City  ,   State      Wrote articles for corporate newsletter.  Interviewed executives, researched relevant issues and prepared articles for publication.          Education      Bachelor of Arts   :   Communications Public relations and writing  ,   August, 1993    University of Missouri   －   City  ,   State      Communications Public relations and writing        Skills    ad, artist, benefits, branding, Cable, CD, com, client, Clients, special events, Fast, Film, marketing plans, marketing strategies, marketing, market, materials, messaging, Access, 98, Works, newsletter, newspapers, press kits, Press, press releases, PR, profit, Public Relations, publication, publicity, Express, Radio, San, FM, stories, strategic, TV, television, Video, articles   ","Job Title: DevOps Engineer
Requirements: Strong background in gcp, git, kubernetes, linux.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",express,gcp;git;kubernetes;linux,0,3,bachelor,bachelor,0.0,0.0,100.0,39.02,24.76,0,0,Weak,train,kaggle,PUBLIC-RELATIONS,,,
PK004619,K01539,J00198,other,devops,"         CONTRACTS AND FINANCE OFFICER       Professional Profile     Contracts and Finance Officer   Exceptional Payroll Administrator with a background in finance seeks to provide administrative, accounting and payroll support to an energetic human resources or finance department.   Detail-oriented, efficient and organized Contract and Finance Officer with extensive background in community-based organizations seeks to bring strong work ethic and engaging interpersonal communication to a vibrant nonprofit company.     Offer expertise in European Development Fund (EDF) Payment and Contract procedures, financial management and accounting procedures and a keen business sense that combine to deliver sustainable results in Project Management .         Qualifications          Financial Management  Project Cycle Management  Accounting Procedures  Payment/Contract Procedures  Budget Support  EDF Procedures  Productivity Improvement  Quality Control  Filing/Archiving/Documentation  Administration       Record-keeping  Independent worker  Time management  Attention to detail            Microsoft applications        Programme Management           Programme Estimates/Grant     TOMPRO/TOMFED/TOMON Financial Accounting Software for EDF projects and programs  Certificate in Filing, Archiving & Documentation  Project Cycle Management                Relevant Experience     Transitioned bookkeeping function from external to in-house to increase efficiency and lower cost   Simplified payroll processing procedure to increase department productivity by 20 %.   Worked with human resources to develop streamlined way to track paid time off.       Experience      Contracts and Finance Officer   12/2008   to   08/2014     Company Name   City         Ensure accuracy and completeness of all payments, recovery and related financial dossiers at both the incoming and outgoing stage.  Processing payment dossiers for efficient implementation of EDF Projects.  Liaise with the European Commission Delegation (ECD) Projects and partners on all matters relating to the financial aspects of EDF resources including payments, recoveries and procedures.  Maintain control cards and other financial and accounting records necessary for the management of EDF resources.  Update guarantee records and bring up guarantee and action dates.  Initiate and advise on project/programme closures and de-commitments.  Check for correctness of all tenders, contracts, riders and programme estimates.  Verify and validate all payment dossiers for compliance with EDF rules and regulations.  Keep up-to-date EDF rules and regulations and disseminate to users.  Participate in tender evaluation activities.  Co-managed Support Project Draw up programme estimates and tender documents Prepare salary vouchers and circulate pay slips Maintain Assets Register Assist in organizing and  coordinating seminars, workshops and  EDF training for staff and partners Update Accounting software ( TOMFED, TOMON) National Authorising Office - Freetown, Sierra Leone.   Reviewed, investigated and corrected errors and inconsistencies in financial entries, documents and reports.   Determined proper handling of financial transactions and approved transactions within designated limits.   Distributed expenditure, encumbrances, receipts and receivables according to schedules.   Audited contracts, orders and vouchers.  Prepared purchase orders and expense reports.Managed accounts payable for an organization of 30  personnel.  Accurately processed data, validation and transmission for weekly, semi-monthly and sales payrolls   .Improved accuracy of payroll journal entries by developing and implementing a payroll reconciliation tool.         Intern/Trainee - Finance   06/2007   to   12/2008     Company Name   City         Provided assistance and support on EDF Contractual, Procurement and Financial Management.  Assisted with the preparation of tender documents and launching of tenders.  Assisted with updating the provider database with all the rules and regulations applicable to the management of EDF.  Assisted with the establishing a database on regional and local service providers.  Prepared payment orders.  Review and initiation of payment dossiers.          Intern   09/2005   to   12/2005     Company Name      Reviewed pay slips for accuracy.  Prepared stock stack cards.  Responsible for Inventory and Stock control.  Assisted in Procurement procedures.  Prepared and reviewed payment vouchers.  Data entry, archiving and filing.          Education      Master of Business Administration (MBA)  :   Finance, Marketing, Operations Management , Economics and Business Law   May 2014       University of Phoenix Online Campus   City  ,   State  ,   United States of America             BSc  :   Financial Services   July 2005       Institute of Public Administration & Management (IPAM) University of Sierra Leone   City  ,   State  ,   Sierra Leone      Financial Services         Affiliations     Member of the Springs of Joy Advisory Committee Executive Member of the Welfare and Humanitarian Ministry, Public Relations Officer, New Life Ministries International Member of the Greeters Department, New Life Ministries International Member of the Women's Department, New Life Ministries International Member of the Eros and Commoners Club, Institute of Public Administration and Management- University of Sierra Leone   Member of Saint Joseph's Secondary School Band - Drum Major        Skills      Accounting, Accounting software, Budget, Contractual Procedures,  Data Entry, Database, Documentation, Filing, Financial Accounting, Financial Reporting, Financial Management, Grants, Inventory Control, Access, Excel, Office, Power Point, Publisher, Microsoft Word, Organizing, Procurement, Quality Control Stock, Control,  Preparation of Tender Documents,  Organize Workshops, Seminars and Trainings     ","Job Title: DevOps Engineer
Requirements: Strong background in aws, azure, docker, git, kubernetes, linux, python.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",,aws;azure;docker;git;kubernetes;linux;python,0,3,master,bachelor,0.0,0.0,100.0,42.36,25.59,0,0,Weak,train,kaggle,FINANCE,,,
PK003706,K01235,J00021,other,frontend,"         LEAD ARTIST       Summary    I'm a fast-learning and enthusiastic animator seeking professional experience. I have over 7 years of formal art training, both digital and traditional. I'm skilled at design and character animation.      Software Skills     Animation: Toon Boom Harmony, TV Paint, Adobe Flash  Illustration: Adobe Photoshop, Adobe Illustrator, Aseprite, Paintool SAI, Gimp  Post-Production: Adobe After-Effects, Adobe Premiere, Final Cut Pro       Experience     02/2017   -   Current     Company Name   －   City  ,   State    Lead Artist       Design custom D&D character sprites, ""party"" and menu screens, and backgrounds fitting 8-bit video game aesthetics for an upcoming Dungeons and Dragons YouTube series.         06/2016   -   08/2016     Company Name   －   City  ,   State    Digital Arts Assistant Instructor      Assisted in teaching digital art, film, photography, minecraft-modding, coding, and animation to kids ages 5-18.       05/2015   -   08/2015     Company Name   －   City  ,   State    Canvassing Manager      Gathered donations for the ACLU's proposed Employment Non-Discrimination Act for the protection of LGBT+ people in the workplace.        Education     2018     Loyola Marymount University   －   City  ,   State  ,   United States    Bachelor of Arts  :   Animation      Created two 5-minute animated short films with peers  Designed and programmed two games  Working knowledge of industry-standard animation programs   ​        2014     Da Vinci Design High School   －   City  ,   State  ,   United States    High School Diploma  :   Art & Design      Project based learning  Published a small comic book with peers  Presented designs to Karten Design  Placed first with my team in the Junior Qualcomm Tricorder X-Prize Design competition       ","Job Title: Frontend Developer
Requirements: Strong background in angular, git, github, html, javascript.
Experience: Minimum 2 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",,angular;git;github;html;javascript,7,2,bachelor,none,0.0,100.0,100.0,39.29,44.82,0,0,Weak,test,kaggle,DIGITAL-MEDIA,,,
PK002107,K00702,J00198,other,devops,"      I        HEALTHCARE MARKETING SPECIALIST         Professional Summary      An innovative,
customer-oriented Healthcare Administrator with a background in primary care and  experience supporting a team of physicians in a busy medical office. Expertise includes verifying insurance coverage, records reviews, marketing and schedule maintenance. Searching for a leadership role in a team oriented company.        Education      Bachelor of Science  :   Healthcare Administration    Pennsylvania College of Health Sciences     2017       City  ,   State        Coursework in Epidemiology  Coursework in Statistics  Coursework in Health Care Policy & Planning   Coursework in Ethical Issues in Health Care          High School Diploma      Northeastern High School     2010       City  ,   State        Recipient of the York Alumnae Chapter of Delta Sigma Theta Academic Award Scholarship  Assistant Editor of the Literary & Art Magazine  President of Diversity Club   Member of  Cure Finders  Club   
Presidential Classroom Alumna          Core Qualifications          Superb communication skills  Excellent interpersonal skills  Conflict resolution skills   Customer and personal service  Medical Terminology  Event planning and coordination  Budgeting and financial management  Microsoft Office Suite Multitasking Problem-solving  Self-starter   Accomplished leader       Knowledge of Medicare, Medicaid, EEOC, HIPPA, FMLA & ADA   Management & Marketing experience  Efficient under pressure  Cultural awareness and sensitivity   Strong work ethic   Team player with positive attitude  Writing and grammar knowledge Detailed Oriented  Strong analytic skills   Deadline-driven ​            Professional Experience      Healthcare Marketing Specialist   City  ,   State    Company Name  /   Jul 2017   to   Current       Analyzed performance of marketing program to identify the best opportunities for optimization.   Established production schedules and communicated project to stakeholders.   Increased patient traffic by 5%   Managed all social media forums, including the company website, social networking applications and message boards.           Healthcare Admin Intern   City  ,   State    Company Name  /   Feb 2017   to   Jun 2017       Scheduled appointments and registered patients.  Recorded and filed patient data and medical records.  Demonstrated analytical and problem-solving ability to addressing barriers.  Directed patient flow during practice hours, minimizing patient wait time.  Oversaw implementation of an effective budgeting and accounting system that improved efficiency and reduced
costs.  Developed a system of staff communication that ensured proper implementation of treatment plans and
comprehensive patient care.  Developed the design and execution of a program that contributed to 5% growth of the organization.          Call Center Representitive   City  ,   State    Company Name  /   Jun 2016   to   Sep 2016        Demonstrated mastery of customer service call script within specified time frames.     Maintained up-to-date records at all times.        Provided cross training to  4  staff members.             Facilitated information flow between customer service, account management operations, quality assurance, training and payroll departments to guarantee call center objectives were met.             Customer Service Representative   City  ,   State    Company Name  /   Jun 2015   to   Sep 2015       Demonstrated mastery of customer service call script within specified time frames.  Maintained up-to-date records at all times.  Built customer loyalty by placing follow-up calls for customers who reported product issues.  Formulated and enforced Service Center policies, procedures and quality assurance measures.          Sales Associate   City  ,   State    Company Name  /   Jun 2014   to   Jan 2016       Establish or identify prices of goods, services or admission, and tabulate bills using calculators, cash registers, or Recommend, select, and help locate or obtain merchandise based on customer needs and/or desires.   Optical price scanners.  Bag or package purchases and wrap gifts.  Exchange merchandise for customers and accept returns.  Clean shelves, counters, and tables.          Front Desk Assistant   City  ,   State    Company Name  /   Sep 2013   to   May 2015       Handled incoming and outgoing correspondence, including mail, email and faxes.  Answer queries regarding computers.  Drafted and typed grammatically correct office memos.  Managing test reminder calls, photocopied all correspondence, documents and other printed materials.          Retail Customer Service Associate   City  ,   State    Company Name  /   May 2011   to   Aug 2011       Greet customers entering establishments.  Assist customers by providing information and resolving their complaints.  Receive payment by cash, check, credit cards, vouchers, or automatic debits.  Open and close cash registers.  Performing tasks such as counting money, separating charge slips, coupons and vouchers.  Place special orders or call other stores to find desired items.  Completed floor replenishment to guarantee size availability and promote customer satisfaction.  Kept current on market and product trends to effectively answer customer questions.          Technical Skills      
 Electronic
     Medical Database
   Microsoft
     PowerPoint
   Microsoft Excel
   Microsoft Word
   Microsoft
     Publisher
   Adobe
     Dream Weaver
   Adobe Photoshop
   Microsoft
     Outlook
   Windows
   Adobe Premiere
   Adobe Acrobat
   GIMP
   Adobe Reader
        Community Service       Food Drive, Mount of Salvation Church, 2012      Volunteer, ECO City Farms, 2014    Socktober Drive, Mount of Salvation Church, 2015    Dining Room Volunteer, So Others Can Eat (SOME), 2016     Volunteer, White Rose Senior Center, 2016 - 2017         ","Job Title: DevOps Engineer
Requirements: Strong background in aws, azure, docker, git, kubernetes, linux, python.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",,aws;azure;docker;git;kubernetes;linux;python,0,3,bachelor,bachelor,0.0,0.0,100.0,35.81,23.95,0,0,Weak,train,kaggle,HEALTHCARE,,,
P000919,R00229,J00167,fullstack,data_ml,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: docker, express, git, javascript, mongodb, node, python, sql, typescript.
Experience: Total of 5 years experience in software development and team collaboration.
Education: Master of Science in Data Science.
","Job Title: ML Engineer
Requirements: Strong background in aws, deep learning, git, machine learning, postgresql, scikit-learn, tensorflow.
Experience: Minimum 1 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",docker;express;git;javascript;mongodb;node;python;sql;typescript,aws;deep learning;git;machine learning;postgresql;scikit-learn;tensorflow,5,1,master,none,14.29,100.0,100.0,39.21,50.52,0,1,Average,train,synthetic,,,,
PK006858,K02286,J00165,other,backend,"         ACCOUNT SERVICE REPRESENTATIVE II/TECH           Summary    Professional Account Manager trained in building strategic network ties and increasing salesrevenues. Cultivates and maintains strong customer relationships.        Accomplishments      Prospecting and cold callingExcellent communicatorStrong interpersonal skillsCustomer service-focusedTeam building expertiseTech-savvySkilled in MS OfficeProject managementProven sales track recordPromotional campaignsPowerPoint expertLeadership/communication skillsSkilled multi-taskerStrong organizational skillsStrong communicatorActive listening skillsExceptional customer service skillsSelf-motivated.  Accomplishments.  Named ""Employee of the Month"" in 02/2014 at C Spire.Winner of the ""C Spire Employee of the Quarter"" Award, 1st Quarter 2014.Maintained 100% Survey Rating entire tenure at Foshee Residential.Top 5 in New Accounts at Foshee Residential (2012)1st Place Southeast Regionals American Kickboxing Academy Tournament (3x) for ShogunMMA.        Experience      Account Service Representative II/Tech    January 2012   to   May 2014     Company Name   －     State      Project Design & Development LeadMay 2014.  Henderson-Thomas * Birmingham, Alabama.  Discover, design and build new user experiences to drive the next generation of portals,applications and Web properties, including mobile.  Design visually stunning, cutting-edgegraphics, animations and interactions for Web sites, portals and applications.  Produce visualassets needed by development team.  Contribute to building the Company brand on portals,applications, mobile apps and Web sites by executing user interface design consistently on alldeliverables.  Refine low to high-fidelity wireframes into designs for the informationarchitecture, navigational models, process flows, page layout, information displays andinteractional components based on user research and in partnership with user experienceinteraction designers.  Research and communicate trends and best-practices related to visualdesign and branding Every team member of the C Spire Crew is charged with bringing a strategic vision ofpersonalized wireless to life.  Responsible for achieving sales goals and customer satisfactionstandards at designated retail locations.  ASRs must demonstrate a strong aptitude andknowledge of all things technology personalized to each customer's needs, and project anenergetic and upbeat professional image.  This position is also responsible for integratingtechnology into the consumer's life with amazing ease and effectiveness.  ASR II is alsocharged with extra supervisory duties such as key holding and employee management andinventory auditing.  Developing and maintaining in-store promotions, and coordinating withappropriate personnel Implementing and managing wireless sales events Provide positive.  reinforcement and adult learning techniques to promote learning and skill improvement.Participated in ""Fiber to The Home"" installation's receiving basic knowledge of Telephone,Cable and Internet home installation.  Successfully increased positivity and smiling in theworkplace.  Promoted group activities and continuously met my quota and passed customerexperience surveys and mystery shops.  Gained promotion to level II (key holder/assistantmanager) position based on experience and performance.             January 2010   to   December 2012     Company Name   －   City  ,   State      Responsibilities Supervise and assists staff to ensure they are well informed on their positionresponsibilities and are performing at or above expectations.  Managers with leasing staff areresponsible for agents overall performance including leasing numbers and entering trafficTrain new staff as well as provide on-going training and feedback on performance Ensuresthat building and office are properly staffed at all times Approves time off request for staffEnsures staff provides necessary customer relations for superior customer satisfactionRoutinely inspect properties to ensure they are safe and to determine if repairs ormaintenance are needed Monitors property vendors to ensure quality service Process workorders and monitors direction of property maintenance operations to ensure compliance withcompany standards Respond to tenant requests and issues in a timely manner Maintaincustomer service standards and resident relations Complete leasing/administrativepaperwork Accountable for market surveys Keeps lease occupancies and rents at highestdesired level Review delinquencies and assist in collections May oversee the preparation ofbudgets, financial statements and periodic reports on the status of various properties, leaseexpirations and related matters Ensure marketready condition of vacant units and managesturn-over Coordinate lease terminations, preliminary inspections, and apartment turn-overProvides tours of apartments and community to potential residents for purpose of leasingapartments Coordinate outreach marketing and advertising Conduct the leasing process withprospects in absence of leasing consultant Completes all other projects or requests as directedby Supervison.          Martial Arts Instructor/CLient    January 2008   to   May 2012     Company Name   －     State      Instruct students in varied martial arts techniques Prepare and distribute detailed monthly,quarterly and yearly reports to clients.  Provide required information and documents toclients.  Prepare reports of client meetings to record the details for future reference.  Submitclient meeting reports to manager or supervisor.  Provide support and assistance tomanagement teams.  Audit all client liaison active accounts.  Revise submission and accountsclosure applications.  Develop liaison with client service and collection department to providerequired information and acquire necessary documents.  Revise and distribute contractualreferrals.  Provide feedback to management on areas of improvements.  Recommendimplementation of enhanced processes.  Plan and schedule monthly meetings with clients.Monitor client satisfaction through follow up on solving client issues and problems.  Initiatemeasures to research and resolve client raised issues.  Collaborate with clients to identify andimplement value added services.Grew customer base from 13 accounts to 34 accounts in 2years.          Education      Bachelor of Science   :   Business (Entrepreneurship)  ,   2014    Auburn University   －   City  ,   State  ,   United States    GPA:   GPA: 3.87    Business (Entrepreneurship) Coursework in Business Administration and ManagementCoursework in Marketing and CommunicationsCoursework in Public Relations GPA: 3.87        High School Diploma   :   Math & Science  ,   2009    Alabama School of Math & Science * Auburn   －     State  ,   United States    GPA:   Student government representativeHiQ MemberHonor Student2009 Dean's List    Math & Science Student government representativeHiQ MemberHonor Student2009 Dean's List        Skills    advertising, arts, auditing, basic, branding, Business Administration, C, Cable, consultant, client, clients, customer relations, client liaison, direction, financial statements, image, employee management, managing, marketing, market, meetings, office, Monitors, next, page layout, personnel, processes, Project Design & Development, promotion, Public Relations, quality, receiving, repairs, Research, retail, sales, strategic, supervisor, supervisory, Telephone, user interface design, vision, Web sites   ","Job Title: Backend Developer
Requirements: Strong background in aws, django, docker, flask, java, mongodb, mysql.
Experience: Minimum 3 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",,aws;django;docker;flask;java;mongodb;mysql,2,3,bachelor,master,0.0,66.67,0.0,48.96,25.57,0,0,Weak,train,kaggle,ARTS,,,
P002508,R00627,J00057,data_ml,data_ml,"Summary: Software engineer with 6 years of experience building scalable applications.
Technical Skills: aws, docker, git, machine learning, mysql, postgresql, sql, tensorflow.
Experience: Worked for 6 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: ML Engineer
Requirements: Strong background in aws, deep learning, docker, numpy, python, sql, tensorflow.
Experience: Minimum 4 years of relevant experience required.
Education: PhD or doctorate preferred.
",aws;docker;git;machine learning;mysql;postgresql;sql;tensorflow,aws;deep learning;docker;numpy;python;sql;tensorflow,6,4,bachelor,phd,57.14,100.0,0.0,77.83,62.32,1,1,Average,train,synthetic,,,,
PK004025,K01341,J00147,other,data_ml,"         STUDENT ATTORNEY - CRIMINAL DEFENSE       Summary     Recent law school graduate, excited to begin my new career, offering skill in innovative problem solving and finding unique theories, ideas and solutions to create effectual case arguments. Works aggressively to achieve continued success.   Dedicated insurance professional with more than 13 years of experience investigating and processing complex automobile insurance claims. Excels in analyzing damages, causes, interpreting policies and negotiating payment solutions. Effectively managed multiple high priority projects Takes pride in providing exemplary customer service.       Highlights          Claims file management processes  Litigation management   Strong interpersonal and communication skills     Exceptional negotiator       Experience negotiating health insurance liens  Subrogation knowledge  Strong insurance defense/personal injury background  Professional and personable            Accomplishments      Earned opportunity to apply for an internship with a Professor who is
a sitting U.S. District Magistrate Judge due to receiving one of the
highest
grades in his Advanced Legal Writing class.  Recommended to apply for a law clerk position with the Court of Criminal Appeals.   Awarded highest file quality score for the region as a first year team leader.  Nominated and selected among thousands of employees to travel to Corporate Headquarters and meet with the CEO and Head of Claims to understand company culture and process as acknowledgment for contributions to my region.  Held position as one of 6 Claims Specialist Leads in Texas Consistently performed at a high meets to exceeds level in all areas to include file quality, accuracy, efficiency and work environment Selected by supervisor to assist with file closures; resolve complex claim-processing issues; participate in commercial reserves analysis; monitor claim status in a mentor capacity to other teammates.        Experience      Student Attorney - Criminal Defense     Aug 2015   to   May 2016      Company Name   －   City  ,   State      Offered extensive case status explanations to each client.   Advised clients of their rights.     Explained the legal process to each client and answered questions to help ease concerns.     Conducted legal research and facts investigation for case litigation.     Drafted necessary motions relevant to each case.     Interviewed witnesses/Crime scene reconstruction    Worked on a high profile writ for habeas corpus  Negotiated plea deals with prosecutor               Claims Specialist Lead     Jan 2008   to   Jul 2015      Company Name   －   City  ,   State     Managed files in litigation and worked closely with defense counsel to develop strategy to bring cases to resolution.  Attended, negotiated and resolved close to 100 features in mediation.  Handled serious and complex claims by investigating, analyzing, and determining the extent of liability concerning loss of damages through attempts to affect fair settlement with claimants and insureds.  Mentored new members of the claim staff.  Entrusted with $75,000 in settlement authority.         Team Leader     Aug 2004   to   Jan 2006      Company Name   －   City  ,   State     Responsible for overseeing daily administration of claims work flow for my assigned team.  Supervised, coached, and developed team to ensure quality outcomes and superior customer service.  Monitored claims to ensure file quality is compliant with established standards.  Maintained accountability for team performance.  Mentored team members to Casualty promotion Explored alternatives to find innovative ways to leverage opportunities for team to improve quality of work/life balance.         Claims Trainee     Oct 2002   to   Aug 2004      Company Name         Mastered basic claims handling in a high demand atmosphere.  Property Damage Assessor- Estimated vehicle damages, managed preferred repair shops, informed customers.  of the repair process, repair quality assurance Casualty Adjuster- Completed detailed review of medical records/ bills, negotiated settlements with attorneys, monitored files for possible lawsuit potential.         Education      J.D.  ,   Law   2016     St. Mary's University   －   City  ,   State        Coursework in Criminal Justice      Legal License Pending November 2016         Bachelor of Arts  ,   English Literature   2000     Texas A&M University - College   －   City  ,   State  ,   USA   English Literature       Training           Risk Management and Insurance coursework   Extensive training in auto insurance terminology/ processes (parts, repair and medical procedures)  Texas and other state's regulations   Customer Service Delivery   Commercial Specific Issues         Skills     Interpersonal and communication,  Customer service, File management, Insurance, Legal Research & Writing, Litigation, Mediation, Medical record review, High level claim evaluation, Commercial needs,  Negotiation, Processes, Quality assurance, Risk Management, Settlements, Strategy     ","Job Title: ML Engineer
Requirements: Strong background in git, numpy, pytorch, scikit-learn.
Experience: Minimum 2 years of relevant experience required.
Education: PhD or doctorate preferred.
",,git;numpy;pytorch;scikit-learn,13,2,bachelor,phd,0.0,100.0,0.0,36.14,29.04,0,0,Weak,train,kaggle,AUTOMOBILE,,,
P002880,R00720,J00130,backend,backend,"Summary: Motivated engineer with 1 years of experience across full project lifecycles.
Technical Skills: django, docker, fastapi, flask, git, linux, mysql, postgresql, spring, sql.
Experience: Worked for 1 years as a software engineer delivering production systems.
Education: BCA in Computer Applications.
","Job Title: Backend Developer
Requirements: Strong background in flask, mysql, spring boot, sql.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",django;docker;fastapi;flask;git;linux;mysql;postgresql;spring;sql,flask;mysql;spring boot;sql,1,4,bachelor,bachelor,75.0,25.0,100.0,85.62,71.41,1,2,Good,val,synthetic,,,,
